,check_number,session_start,sex,row_number,liters_drunk,drink,label,age_0,age_18,age_50,morning,day,evening
8262,9925,2021-10-20 06:15:00,-,69.0,1,0,0,0,1,0,1,0,0
8263,7086,2021-10-20 23:42:00,ж,72.0,-5,0,1,0,0,1,0,0,1
8264,2752,2021-10-20 15:30:00,Не указан,79.0,4,0,1,0,0,1,0,1,0
8265,3971,2021-10-20 06:00:00,-,13.0,4,1,1,0,1,0,1,0,0
8266,1970,2021-10-20 15:30:00,Не указан,51.0,56892465,1,1,0,0,1,0,1,0
8267,3620,2021-10-20 15:34:00,Ж,,4,0,1,0,0,1,0,1,0
8268,512,2021-10-20 15:00:00,ж,2.0,2,0,1,0,1,0,0,1,0
8269,253,2021-10-20 23:42:00,M,45.0,0,0,1,0,0,1,0,0,1
8270,2567,2021-10-20 07:00:00,-,40.0,5,0,0,0,0,1,1,0,0
8271,8991,2021-10-20 22:15:00,-,66.0,3,0,1,1,0,0,0,0,1
8272,752,2021-10-20 08:42:00,м,40.0,3,0,0,1,0,0,1,0,0
8273,3119,2021-10-20 21:00:00,M,37.0,4,0,1,0,0,1,0,0,1
8274,1722,2021-10-20 06:15:00,ж,17.0,1,0,0,0,1,0,1,0,0
8275,8837,2021-10-20 21:00:00,ж,93.0,0,1,1,0,1,0,0,0,1
8276,234,2021-10-20 06:15:00,M,,4,1,1,0,1,0,1,0,0
8277,5395,2021-10-20 15:00:00,-,9.0,2,1,1,0,0,1,0,1,0
8278,842,2021-10-20 15:34:00,-,70.0,2,0,1,0,0,1,0,1,0
8279,2529,2021-10-20 21:00:00,Ж,,3,1,1,0,1,0,0,0,1
8280,887,2021-10-20 07:30:00,Ж,41.0,5,0,1,1,0,0,1,0,0
8281,9737,2021-10-20 15:00:00,M,10.0,3,1,1,0,1,0,0,1,0
8282,711,2021-10-20 06:00:00,M,,2,1,0,0,1,0,1,0,0
8283,1772,2021-10-20 06:15:00,M,9.0,68321224,1,0,0,1,0,1,0,0
8284,815,2021-10-20 07:00:00,-,72.0,2,0,0,0,1,0,1,0,0
8285,6158,2021-10-20 22:30:00,Ж,63.0,2,1,1,0,0,1,0,0,1
8286,4151,2021-10-20 06:15:00,м,21.0,4,0,0,0,0,1,1,0,0
8287,5538,2021-10-20 07:00:00,м,72.0,4,0,0,0,0,1,1,0,0
8288,1322,2021-10-20 07:30:00,-,33.0,0,0,0,0,1,0,1,0,0
8289,3076,2021-10-20 21:00:00,ж,85.0,-2,0,1,1,0,0,0,0,1
8290,5172,2021-10-20 15:30:00,м,99.0,4,0,1,1,0,0,0,1,0
8291,7901,2021-10-20 14:00:00,Не указан,2.0,5,1,1,0,1,0,0,1,0
8292,2673,2021-10-20 23:42:00,M,70.0,5,0,1,0,0,1,0,0,1
8293,4712,2021-10-20 21:00:00,Ж,26.0,2,0,1,0,1,0,0,0,1
8294,1044,2021-10-20 07:30:00,ж,21.0,2,0,0,0,0,1,1,0,0
8295,6117,2021-10-20 07:30:00,-,12.0,0,0,0,0,1,0,1,0,0
8296,6967,2021-10-20 23:42:00,M,68.0,2,0,1,0,1,0,0,0,1
8297,4037,2021-10-20 21:00:00,ж,6.0,4,0,1,0,0,1,0,0,1
8298,7184,2021-10-20 06:15:00,-,74.0,5,1,0,0,0,1,1,0,0
8299,7985,2021-10-20 21:00:00,M,62.0,0,0,1,0,0,1,0,0,1
8300,809,2021-10-20 15:00:00,Ж,32.0,0,1,1,0,1,0,0,1,0
8301,8910,2021-10-20 15:30:00,-,37.0,1,1,1,0,1,0,0,1,0
8302,7953,2021-10-20 07:00:00,Ж,42.0,0,1,0,0,1,0,1,0,0
8303,4503,2021-10-20 23:42:00,м,68.0,4,0,1,0,0,1,0,0,1
8304,3639,2021-10-20 06:00:00,м,97.0,3,0,0,0,0,1,1,0,0
8305,3087,2021-10-20 07:30:00,Ж,58.0,3,1,0,0,1,0,1,0,0
8306,1971,2021-10-20 21:00:00,-,53.0,0,0,1,0,1,0,0,0,1
8307,547,2021-10-20 15:30:00,м,25.0,2,0,1,0,1,0,0,1,0
8308,1137,2021-10-20 15:30:00,ж,61.0,4,1,1,0,1,0,0,1,0
8309,2988,2021-10-20 07:30:00,ж,3.0,0,1,0,0,1,0,1,0,0
8310,3262,2021-10-20 06:00:00,м,54.0,5,1,1,0,1,0,1,0,0
8311,2052,2021-10-20 22:15:00,м,93.0,0,1,1,0,1,0,0,0,1
8312,4167,2021-10-20 07:00:00,ж,85.0,0,0,0,0,0,1,1,0,0
8313,9882,2021-10-20 08:42:00,м,15.0,4,0,0,1,0,0,1,0,0
8314,8906,2021-10-20 06:00:00,Не указан,67.0,0,1,0,0,1,0,1,0,0
8315,6240,2021-10-20 08:42:00,M,81.0,5,0,0,0,0,1,1,0,0
8316,3827,2021-10-20 14:00:00,Не указан,79.0,4,0,0,0,0,1,0,1,0
8317,9168,2021-10-20 15:30:00,-,84.0,3,0,1,0,0,1,0,1,0
8318,3866,2021-10-20 06:15:00,м,1.0,1,0,0,0,1,0,1,0,0
8319,433,2021-10-20 14:15:00,Не указан,33.0,4,1,0,0,0,1,0,1,0
8320,6526,2021-10-20 06:00:00,M,22.0,5,1,0,0,0,1,1,0,0
8321,6520,2021-10-20 06:00:00,ж,58.0,4,0,0,0,0,1,1,0,0
8322,8171,2021-10-20 07:00:00,м,89.0,1,1,0,0,0,1,1,0,0
8323,4849,2021-10-20 08:42:00,Ж,,2,0,0,0,1,0,1,0,0
8324,2584,2021-10-20 21:00:00,Не указан,83.0,5,1,1,0,0,1,0,0,1
8325,3395,2021-10-20 15:30:00,-,74.0,4,1,1,0,0,1,0,1,0
8326,2621,2021-10-20 07:00:00,м,39.0,0,1,0,0,0,1,1,0,0
8327,23,2021-10-20 15:30:00,Ж,2.0,1,1,1,0,1,0,0,1,0
8328,4912,2021-10-20 15:00:00,Ж,83.0,91891295,0,1,0,0,1,0,1,0
8329,4280,2021-10-20 06:15:00,м,59.0,-3,1,0,0,0,1,1,0,0
8330,4986,2021-10-20 14:15:00,Ж,64.0,1,0,0,0,0,1,0,1,0
8331,7335,2021-10-20 22:15:00,Ж,6.0,4,0,1,1,0,0,0,0,1
8332,712,2021-10-20 08:42:00,Ж,80.0,3,1,0,0,0,1,1,0,0
8333,8313,2021-10-20 07:30:00,м,79.0,1,0,0,0,1,0,1,0,0
8334,3705,2021-10-20 22:30:00,Ж,46.0,0,0,1,1,0,0,0,0,1
8335,8509,2021-10-20 15:00:00,м,99.0,0,1,1,0,0,1,0,1,0
8336,6644,2021-10-20 06:00:00,ж,91.0,-6,1,0,0,1,0,1,0,0
8337,3821,2021-10-20 15:30:00,ж,17.0,5,0,1,1,0,0,0,1,0
8338,1700,2021-10-20 22:15:00,Ж,56.0,45059462,1,1,0,0,1,0,0,1
8339,3824,2021-10-20 14:00:00,м,38.0,5,1,0,0,0,1,0,1,0
8340,8808,2021-10-20 07:30:00,Ж,48.0,5,0,0,0,0,1,1,0,0
8341,8879,2021-10-20 07:00:00,ж,88.0,1,1,0,0,0,1,1,0,0
8342,9201,2021-10-20 06:15:00,-,20.0,-3,1,0,0,1,0,1,0,0
8343,6532,2021-10-20 21:00:00,Ж,2.0,66380786,0,1,1,0,0,0,0,1
8344,2191,2021-10-20 15:30:00,M,62.0,8442643,0,1,0,0,1,0,1,0
8345,4803,2021-10-20 14:00:00,-,55.0,2,0,0,0,0,1,0,1,0
8346,5796,2021-10-20 21:00:00,Ж,81.0,5,0,1,0,1,0,0,0,1
8347,7047,2021-10-20 22:30:00,м,39.0,5,1,1,0,1,0,0,0,1
8348,7238,2021-10-20 06:00:00,-,66.0,0,0,0,1,0,0,1,0,0
8349,7510,2021-10-20 21:00:00,м,9.0,55700539,0,1,0,1,0,0,0,1
8350,9632,2021-10-20 14:00:00,-,44.0,3,1,0,0,0,1,0,1,0
8351,2908,2021-10-20 14:15:00,Ж,14.0,3,0,0,0,0,1,0,1,0
8352,5509,2021-10-20 07:00:00,м,28.0,4,1,0,0,0,1,1,0,0
8353,5844,2021-10-20 23:42:00,Ж,1.0,5,1,1,0,0,1,0,0,1
8354,7536,2021-10-20 06:15:00,ж,59.0,5,0,0,0,0,1,1,0,0
8355,7435,2021-10-20 06:15:00,ж,92.0,5,0,0,0,1,0,1,0,0
8356,2876,2021-10-20 15:30:00,ж,83.0,2,1,1,0,0,1,0,1,0
8357,758,2021-10-20 06:15:00,M,8.0,1,0,0,0,0,1,1,0,0
8358,6314,2021-10-20 22:30:00,-,39.0,3,0,1,1,0,0,0,0,1
8359,859,2021-10-20 14:15:00,M,37.0,0,0,0,0,1,0,0,1,0
8360,5636,2021-10-20 21:00:00,M,72.0,0,0,1,0,1,0,0,0,1
8361,98,2021-10-20 21:00:00,ж,54.0,2,0,1,0,0,1,0,0,1
8362,5918,2021-10-20 15:30:00,ж,81.0,4,1,1,0,1,0,0,1,0
8363,3807,2021-10-20 07:30:00,м,88.0,-3,0,0,0,1,0,1,0,0
8364,2410,2021-10-20 07:00:00,ж,33.0,1,0,0,0,1,0,1,0,0
8365,8207,2021-10-20 21:00:00,м,13.0,5,1,1,0,1,0,0,0,1
8366,3308,2021-10-20 14:15:00,м,87.0,3,0,1,0,1,0,0,1,0
8367,7880,2021-10-20 06:00:00,-,82.0,1,1,0,0,1,0,1,0,0
8368,9446,2021-10-20 15:30:00,ж,57.0,0,0,1,0,1,0,0,1,0
8369,7145,2021-10-20 14:15:00,M,35.0,1,0,0,0,1,0,0,1,0
8370,1775,2021-10-20 06:00:00,Не указан,76.0,0,0,0,0,1,0,1,0,0
8371,4671,2021-10-20 15:00:00,M,57.0,3,0,1,0,1,0,0,1,0
8372,8584,2021-10-20 22:30:00,Не указан,94.0,3,0,1,1,0,0,0,0,1
8373,3574,2021-10-20 21:00:00,Не указан,15.0,4,1,1,0,1,0,0,0,1
8374,836,2021-10-20 22:30:00,ж,52.0,2,0,1,0,1,0,0,0,1
8375,4169,2021-10-20 14:00:00,M,51.0,2,0,0,0,1,0,0,1,0
8376,9955,2021-10-20 15:30:00,Ж,39.0,3,1,1,0,1,0,0,1,0
8377,6977,2021-10-20 15:30:00,м,5.0,1,0,1,0,0,1,0,1,0
8378,1495,2021-10-20 15:30:00,-,,2,1,1,0,1,0,0,1,0
8379,6856,2021-10-20 23:42:00,Ж,78.0,42924139,1,1,0,0,1,0,0,1
8380,4672,2021-10-20 07:30:00,ж,71.0,1,0,0,0,0,1,1,0,0
8381,4632,2021-10-20 07:30:00,Не указан,18.0,0,1,0,0,1,0,1,0,0
8382,513,2021-10-20 22:30:00,M,87.0,2,0,1,0,0,1,0,0,1
8383,9924,2021-10-20 14:00:00,ж,63.0,4,0,1,1,0,0,0,1,0
8384,4631,2021-10-20 15:30:00,Не указан,32.0,5,0,1,1,0,0,0,1,0
8385,34,2021-10-20 21:00:00,-,67.0,4,0,1,0,1,0,0,0,1
8386,9082,2021-10-20 14:00:00,-,12.0,-2,1,0,0,0,1,0,1,0
8387,925,2021-10-20 15:34:00,M,75.0,0,1,1,0,0,1,0,1,0
8388,2796,2021-10-20 21:00:00,ж,93.0,5,1,1,0,0,1,0,0,1
8389,605,2021-10-20 22:15:00,-,19.0,5,1,1,0,0,1,0,0,1
8390,974,2021-10-20 15:00:00,м,29.0,2,0,1,0,1,0,0,1,0
8391,537,2021-10-20 08:42:00,м,73.0,0,1,0,0,0,1,1,0,0
8392,5920,2021-10-20 21:00:00,Не указан,18.0,3,1,1,0,0,1,0,0,1
8393,87,2021-10-20 06:00:00,M,100.0,3,1,0,0,0,1,1,0,0
8394,1355,2021-10-20 08:42:00,м,69.0,5,1,0,0,0,1,1,0,0
8395,4440,2021-10-20 14:15:00,м,50.0,3,1,0,0,0,1,0,1,0
8396,1097,2021-10-20 15:30:00,м,9.0,4,1,1,0,0,1,0,1,0
8397,418,2021-10-20 22:15:00,M,38.0,5,0,1,0,0,1,0,0,1
8398,2073,2021-10-20 15:30:00,Ж,78.0,1,1,1,0,0,1,0,1,0
8399,2786,2021-10-20 14:15:00,M,2.0,4,0,1,0,1,0,0,1,0
8400,3138,2021-10-20 23:42:00,Ж,54.0,0,1,1,0,0,1,0,0,1
8401,9910,2021-10-20 15:30:00,Ж,70.0,5,0,1,0,0,1,0,1,0
8402,7623,2021-10-20 06:15:00,м,71.0,5,1,1,0,1,0,1,0,0
8403,7232,2021-10-20 06:00:00,Ж,37.0,4,1,1,0,1,0,1,0,0
8404,7583,2021-10-20 15:34:00,м,33.0,2,0,1,0,1,0,0,1,0
8405,8137,2021-10-20 08:42:00,M,81.0,4,0,0,0,1,0,1,0,0
8406,5275,2021-10-20 06:00:00,ж,15.0,69532117,0,0,0,1,0,1,0,0
8407,7239,2021-10-20 06:15:00,Ж,73.0,-5,1,0,0,1,0,1,0,0
8408,2668,2021-10-20 14:15:00,Не указан,,5,0,1,0,1,0,0,1,0
8409,1616,2021-10-20 15:34:00,ж,96.0,0,0,0,0,1,0,0,1,0
8410,4974,2021-10-20 23:42:00,ж,9.0,0,0,1,0,1,0,0,0,1
8411,1947,2021-10-20 08:42:00,M,33.0,1,0,0,0,1,0,1,0,0
8412,8823,2021-10-20 14:00:00,M,38.0,2,0,1,0,1,0,0,1,0
8413,1479,2021-10-20 07:30:00,м,45.0,4,0,0,0,1,0,1,0,0
8414,3724,2021-10-20 15:00:00,Не указан,24.0,5,1,1,0,1,0,0,1,0
8415,7385,2021-10-20 06:15:00,ж,31.0,0,0,0,0,1,0,1,0,0
8416,9528,2021-10-20 06:15:00,Ж,5.0,3,0,0,0,1,0,1,0,0
8417,9911,2021-10-20 08:42:00,M,44.0,45961364,1,0,0,1,0,1,0,0
8418,4223,2021-10-20 22:15:00,-,0.0,0,0,1,0,1,0,0,0,1
8419,1590,2021-10-20 21:00:00,м,11.0,1,0,1,0,1,0,0,0,1
8420,3771,2021-10-20 14:00:00,M,50.0,2,0,0,0,0,1,0,1,0
8421,8217,2021-10-20 22:30:00,ж,88.0,3,0,1,0,0,1,0,0,1
8422,1073,2021-10-20 15:34:00,M,17.0,1,1,1,0,0,1,0,1,0
8423,6978,2021-10-20 06:00:00,Не указан,5.0,5,0,0,0,0,1,1,0,0
8424,273,2021-10-20 08:42:00,Ж,76.0,4,1,0,0,0,1,1,0,0
8425,7228,2021-10-20 06:00:00,Ж,70.0,18671034,1,0,0,0,1,1,0,0
8426,1594,2021-10-20 21:00:00,Не указан,19.0,3,0,1,0,0,1,0,0,1
8427,337,2021-10-20 07:00:00,M,95.0,2,1,0,0,0,1,1,0,0
8428,7722,2021-10-20 15:34:00,M,0.0,2,0,1,0,0,1,0,1,0
8429,5562,2021-10-20 22:30:00,Не указан,2.0,2,0,1,1,0,0,0,0,1
8430,3960,2021-10-20 23:42:00,-,3.0,4,1,1,0,1,0,0,0,1
8431,1062,2021-10-20 14:00:00,-,99.0,5,1,1,0,1,0,0,1,0
8432,8777,2021-10-20 07:00:00,Не указан,61.0,1,0,0,0,1,0,1,0,0
8433,394,2021-10-20 08:42:00,Ж,43.0,4,1,1,0,1,0,1,0,0
8434,8591,2021-10-20 06:00:00,-,11.0,3,0,0,0,0,1,1,0,0
8435,9347,2021-10-20 14:15:00,M,81.0,-5,0,0,0,1,0,0,1,0
8436,7181,2021-10-20 21:00:00,Ж,32.0,5,0,1,0,0,1,0,0,1
8437,2163,2021-10-20 14:00:00,M,58.0,2,0,0,1,0,0,0,1,0
8438,9388,2021-10-20 23:42:00,Ж,,5,1,1,0,0,1,0,0,1
8439,4192,2021-10-20 22:15:00,-,36.0,4,0,1,0,1,0,0,0,1
8440,1926,2021-10-20 15:34:00,ж,53.0,3,0,1,0,1,0,0,1,0
8441,6593,2021-10-20 07:00:00,Ж,61.0,5,1,0,0,0,1,1,0,0
8442,7158,2021-10-20 22:30:00,ж,81.0,1,0,1,0,0,1,0,0,1
8443,278,2021-10-20 21:00:00,M,59.0,0,1,1,0,0,1,0,0,1
8444,3470,2021-10-20 15:34:00,Ж,54.0,3,0,1,1,0,0,0,1,0
8445,3645,2021-10-20 15:00:00,M,91.0,5,1,1,0,0,1,0,1,0
8446,5083,2021-10-20 14:00:00,Ж,52.0,3,1,1,0,1,0,0,1,0
8447,8521,2021-10-20 08:42:00,Не указан,76.0,42981186,1,0,0,0,1,1,0,0
8448,7971,2021-10-20 22:15:00,Ж,36.0,2,0,1,0,0,1,0,0,1
8449,3399,2021-10-20 07:00:00,M,9.0,0,1,0,0,0,1,1,0,0
8450,9053,2021-10-20 07:30:00,Не указан,64.0,4,1,0,0,0,1,1,0,0
8451,308,2021-10-20 07:30:00,м,92.0,2,0,0,0,0,1,1,0,0
8452,2986,2021-10-20 14:15:00,Не указан,35.0,1,1,0,0,1,0,0,1,0
8453,7172,2021-10-20 06:00:00,Не указан,21.0,5,1,0,0,0,1,1,0,0
8454,1244,2021-10-20 22:15:00,ж,15.0,3,1,1,0,0,1,0,0,1
8455,7947,2021-10-20 23:42:00,м,27.0,1,1,1,0,0,1,0,0,1
8456,4189,2021-10-20 14:15:00,Ж,12.0,5,0,1,0,1,0,0,1,0
8457,4610,2021-10-20 21:00:00,ж,62.0,0,1,1,0,0,1,0,0,1
8458,5376,2021-10-20 07:30:00,-,79.0,5,0,0,0,0,1,1,0,0
8459,4383,2021-10-20 06:00:00,ж,22.0,0,0,0,0,1,0,1,0,0
8460,682,2021-10-20 22:15:00,Не указан,94.0,2,0,1,0,0,1,0,0,1
8461,7166,2021-10-20 21:00:00,M,26.0,2,0,1,0,0,1,0,0,1
8462,2783,2021-10-20 14:00:00,Не указан,91.0,5,0,0,0,0,1,0,1,0
8463,4600,2021-10-20 14:15:00,ж,26.0,5,0,1,0,1,0,0,1,0
8464,9782,2021-10-20 06:15:00,M,25.0,0,1,0,0,0,1,1,0,0
8465,1433,2021-10-20 07:30:00,Не указан,67.0,3,1,0,0,0,1,1,0,0
8466,6062,2021-10-20 23:42:00,ж,90.0,4,1,1,0,1,0,0,0,1
8467,9695,2021-10-20 15:34:00,-,39.0,3,1,0,0,0,1,0,1,0
8468,9382,2021-10-20 14:15:00,Не указан,43.0,0,1,0,0,0,1,0,1,0
8469,7114,2021-10-20 22:15:00,м,3.0,2,0,1,1,0,0,0,0,1
8470,5325,2021-10-20 06:00:00,Не указан,32.0,3,0,0,1,0,0,1,0,0
8471,9385,2021-10-20 08:42:00,-,54.0,4,0,0,0,1,0,1,0,0
8472,480,2021-10-20 23:42:00,ж,23.0,0,0,1,0,1,0,0,0,1
8473,5463,2021-10-20 07:30:00,ж,9.0,3,1,0,0,0,1,1,0,0
8474,198,2021-10-20 21:00:00,Не указан,12.0,2,0,1,0,0,1,0,0,1
8475,2021,2021-10-20 07:00:00,M,91.0,1,0,0,0,0,1,1,0,0
8476,4016,2021-10-20 15:30:00,-,7.0,0,0,1,0,0,1,0,1,0
8477,2854,2021-10-20 14:00:00,-,22.0,1,1,0,0,1,0,0,1,0
8478,138,2021-10-20 15:00:00,M,23.0,2,0,1,0,1,0,0,1,0
8479,6814,2021-10-20 21:00:00,ж,69.0,1,0,1,0,0,1,0,0,1
8480,6630,2021-10-20 23:42:00,Ж,10.0,2,0,1,0,1,0,0,0,1
8481,8697,2021-10-20 08:42:00,-,,5,1,0,0,0,1,1,0,0
8482,8493,2021-10-20 22:30:00,Не указан,22.0,4,0,1,1,0,0,0,0,1
8483,8897,2021-10-20 07:00:00,M,86.0,2,1,0,0,0,1,1,0,0
8484,5678,2021-10-20 21:00:00,M,52.0,2,0,1,0,1,0,0,0,1
8485,2603,2021-10-20 06:00:00,м,93.0,0,0,0,0,0,1,1,0,0
8486,1566,2021-10-20 21:00:00,Ж,64.0,0,1,1,0,0,1,0,0,1
8487,4063,2021-10-20 06:15:00,м,66.0,0,1,0,0,1,0,1,0,0
8488,8744,2021-10-20 14:15:00,Не указан,96.0,77648690,1,0,0,0,1,0,1,0
8489,7797,2021-10-20 14:15:00,ж,46.0,0,0,0,0,1,0,0,1,0
8490,2701,2021-10-20 21:00:00,-,100.0,3,1,1,0,1,0,0,0,1
8491,9307,2021-10-20 15:34:00,ж,72.0,2,0,1,1,0,0,0,1,0
8492,7993,2021-10-20 06:15:00,ж,58.0,3,1,0,0,1,0,1,0,0
8493,5184,2021-10-20 15:34:00,м,95.0,4,1,1,0,0,1,0,1,0
8494,6316,2021-10-20 22:15:00,Не указан,73.0,1,1,1,0,0,1,0,0,1
8495,2918,2021-10-20 23:42:00,M,77.0,4,0,1,1,0,0,0,0,1
8496,541,2021-10-20 07:00:00,ж,21.0,768239,1,0,0,1,0,1,0,0
8497,3560,2021-10-20 06:00:00,-,64.0,0,0,0,0,0,1,1,0,0
8498,8683,2021-10-20 15:34:00,ж,10.0,2,0,1,0,0,1,0,1,0
8499,9332,2021-10-20 22:30:00,Ж,97.0,2,0,1,0,1,0,0,0,1
8500,3441,2021-10-20 07:00:00,ж,52.0,2,0,0,0,1,0,1,0,0
8501,7180,2021-10-20 06:00:00,ж,38.0,1,1,0,0,1,0,1,0,0
8502,5486,2021-10-20 22:15:00,ж,70.0,3,1,1,0,0,1,0,0,1
8503,5286,2021-10-20 22:15:00,ж,29.0,0,0,1,0,0,1,0,0,1
8504,6567,2021-10-20 21:00:00,ж,84.0,0,1,1,0,0,1,0,0,1
8505,4606,2021-10-20 14:15:00,ж,77.0,4,0,1,1,0,0,0,1,0
8506,1204,2021-10-20 15:30:00,Не указан,95.0,1,0,1,0,1,0,0,1,0
8507,5457,2021-10-20 08:42:00,Ж,72.0,3,0,0,0,0,1,1,0,0
8508,771,2021-10-20 21:00:00,Ж,,1,1,1,0,0,1,0,0,1
8509,4720,2021-10-20 07:30:00,Не указан,81.0,78520481,1,0,0,0,1,1,0,0
8510,5668,2021-10-20 21:00:00,M,,3,0,1,0,0,1,0,0,1
8511,2397,2021-10-20 14:15:00,M,59.0,4,0,0,0,0,1,0,1,0
8512,7951,2021-10-20 15:00:00,ж,70.0,5,1,1,0,1,0,0,1,0
8513,3914,2021-10-20 08:42:00,м,74.0,2,1,0,0,0,1,1,0,0
8514,2284,2021-10-20 15:34:00,Не указан,19.0,3,1,1,0,1,0,0,1,0
8515,6506,2021-10-20 07:00:00,м,36.0,4,0,0,0,0,1,1,0,0
8516,1467,2021-10-20 22:15:00,Не указан,21.0,1,0,1,1,0,0,0,0,1
8517,4399,2021-10-20 22:30:00,м,91.0,92527879,0,1,1,0,0,0,0,1
8518,3090,2021-10-20 14:15:00,Ж,90.0,4,1,0,0,0,1,0,1,0
8519,4295,2021-10-20 07:30:00,M,58.0,3,0,0,0,0,1,1,0,0
8520,3517,2021-10-20 06:00:00,ж,10.0,0,1,0,0,0,1,1,0,0
8521,4031,2021-10-20 07:00:00,M,4.0,0,0,0,0,0,1,1,0,0
8522,5458,2021-10-20 15:30:00,-,36.0,1,0,1,0,1,0,0,1,0
8523,7734,2021-10-20 15:30:00,-,91.0,1,0,0,0,1,0,0,1,0
8524,1018,2021-10-20 21:00:00,Ж,92.0,5,0,1,0,0,1,0,0,1
8525,8253,2021-10-20 06:00:00,Не указан,81.0,2,0,0,0,1,0,1,0,0
8526,4807,2021-10-20 08:42:00,-,13.0,1,0,0,0,0,1,1,0,0
8527,7475,2021-10-20 15:00:00,Ж,71.0,0,1,1,0,0,1,0,1,0
8528,499,2021-10-20 08:42:00,Ж,55.0,1,1,0,0,0,1,1,0,0
8529,4832,2021-10-20 14:15:00,Ж,82.0,1,0,0,0,1,0,0,1,0
8530,7974,2021-10-20 23:42:00,-,42.0,0,0,1,1,0,0,0,0,1
8531,7793,2021-10-20 22:30:00,м,55.0,95607104,0,1,0,1,0,0,0,1
8532,2642,2021-10-20 21:00:00,м,94.0,3,1,1,0,1,0,0,0,1
8533,9865,2021-10-20 06:15:00,Ж,87.0,3,1,0,0,0,1,1,0,0
8534,582,2021-10-20 15:00:00,Не указан,39.0,5,0,1,0,1,0,0,1,0
8535,7125,2021-10-20 07:00:00,Ж,,4,0,0,0,0,1,1,0,0
8536,6132,2021-10-20 07:00:00,-,10.0,5,1,0,0,0,1,1,0,0
8537,1207,2021-10-20 06:00:00,Ж,99.0,4,0,0,1,0,0,1,0,0
8538,6525,2021-10-20 08:42:00,Ж,7.0,-1,1,0,0,0,1,1,0,0
8539,6611,2021-10-20 21:00:00,ж,7.0,1,1,1,0,1,0,0,0,1
8540,5978,2021-10-20 07:00:00,Не указан,100.0,3,0,0,0,1,0,1,0,0
8541,8718,2021-10-20 07:00:00,-,,2,0,0,0,1,0,1,0,0
8542,5230,2021-10-20 07:00:00,м,20.0,3,1,0,0,0,1,1,0,0
8543,8403,2021-10-20 23:42:00,Ж,19.0,1,1,1,0,1,0,0,0,1
8544,4209,2021-10-20 21:00:00,-,5.0,5,1,1,0,0,1,0,0,1
8545,9696,2021-10-20 23:42:00,-,63.0,2,1,1,0,0,1,0,0,1
8546,5447,2021-10-20 15:34:00,ж,55.0,5,1,1,0,1,0,0,1,0
8547,5210,2021-10-20 22:30:00,м,60.0,1,1,1,0,0,1,0,0,1
8548,4615,2021-10-20 22:15:00,-,80.0,-3,1,1,0,1,0,0,0,1
8549,332,2021-10-20 21:00:00,м,100.0,1,0,1,0,1,0,0,0,1
8550,7043,2021-10-20 08:42:00,-,42.0,5,1,0,0,0,1,1,0,0
8551,2675,2021-10-20 22:30:00,-,64.0,4,0,1,0,0,1,0,0,1
8552,9810,2021-10-20 22:15:00,ж,29.0,1,0,1,0,1,0,0,0,1
8553,4107,2021-10-20 21:00:00,Ж,,2,1,1,0,1,0,0,0,1
8554,6362,2021-10-20 15:00:00,Не указан,52.0,3,1,1,0,1,0,0,1,0
8555,5194,2021-10-20 15:30:00,м,82.0,88774949,1,1,0,0,1,0,1,0
8556,6330,2021-10-20 06:00:00,Ж,12.0,4,1,0,0,0,1,1,0,0
8557,150,2021-10-20 15:34:00,-,24.0,2,1,1,0,1,0,0,1,0
8558,5968,2021-10-20 08:42:00,м,65.0,5,0,0,0,0,1,1,0,0
8559,594,2021-10-20 06:00:00,м,86.0,3,1,0,0,0,1,1,0,0
8560,2217,2021-10-20 14:15:00,-,,5,0,1,0,1,0,0,1,0
8561,8114,2021-10-20 22:30:00,-,95.0,3,0,1,1,0,0,0,0,1
8562,8443,2021-10-20 07:00:00,-,97.0,0,0,0,0,0,1,1,0,0
8563,826,2021-10-20 14:00:00,M,5.0,1,1,1,0,1,0,0,1,0
8564,3221,2021-10-20 22:15:00,ж,87.0,0,0,1,0,0,1,0,0,1
8565,2039,2021-10-20 23:42:00,M,88.0,2,0,1,0,1,0,0,0,1
8566,9018,2021-10-20 15:00:00,ж,,2,0,1,0,0,1,0,1,0
8567,8599,2021-10-20 23:42:00,ж,92.0,2,1,1,0,0,1,0,0,1
8568,2556,2021-10-20 08:42:00,м,40.0,4,0,0,0,0,1,1,0,0
8569,4883,2021-10-20 22:15:00,Не указан,37.0,5,0,1,0,1,0,0,0,1
8570,1228,2021-10-20 14:15:00,M,50.0,2,1,0,0,0,1,0,1,0
8571,1615,2021-10-20 07:30:00,ж,3.0,5,1,0,0,0,1,1,0,0
8572,123,2021-10-20 07:00:00,Ж,32.0,3,0,0,0,1,0,1,0,0
8573,8653,2021-10-20 22:15:00,M,13.0,2,0,1,0,0,1,0,0,1
8574,6184,2021-10-20 15:00:00,M,35.0,1,0,1,0,1,0,0,1,0
8575,2171,2021-10-20 14:15:00,м,38.0,-5,0,0,0,1,0,0,1,0
8576,8230,2021-10-20 22:30:00,Не указан,72.0,0,0,1,0,1,0,0,0,1
8577,2802,2021-10-20 06:15:00,-,,0,0,0,0,0,1,1,0,0
8578,5575,2021-10-20 22:30:00,м,98.0,1,0,1,1,0,0,0,0,1
8579,2443,2021-10-20 14:00:00,ж,13.0,1,1,0,0,0,1,0,1,0
